neg,neu,pos,compound,Text,Processed_Text
0.0,0.879,0.121,0.8316,aboutproduct high compat iphon xxsmaxxr iphon 88 plusiphon 77 plusiphon 6s6 plusiphon 66 plusiphon 55s5cseipad proipad air 12ipad mini 123ipod nano7ipod touch appl devicesfast chargedata sync charg sync simultan rapid speed compat charg adaptor multiport charg station power bankdur durabl nylon braid design premium aluminum hous toughen nylon fiber wound tightli around cord lend superior durabl ad bit flexibilityhigh secur level design fulli protect devic damag excess currentcopp core thickmultilay shield antiinterfer protect circuit equip,aboutproduct high compat iphon xxsmaxxr iphon plusiphon plusiphon s plusiphon plusiphon scseipad proipad air ipad mini ipod nanoipod touch appl devicesfast chargedata sync charg sync simultan rapid speed compat charg adaptor multiport charg station power bankdur durabl nylon braid design premium aluminum hous toughen nylon fiber wound tightli around cord lend superior durabl ad bit flexibilityhigh secur level design fulli protect devic damag excess currentcopp core thickmultilay shield antiinterfer protect circuit equip
0.0,1.0,0.0,0.0,productlink httpswwwamazoninwayonabraidedwn3lb1syncingchargingdpb07jw1y6xvrefsr146qid1672909125selectronicssr146,productlink httpswwwamazoninwayonabraidedwnlbsyncingchargingdpbjwyxvrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07krcw6lz,productid bkrcwlz
0.0,0.909,0.091,0.4019,productnam tplink nano ac600 usb wifi adapterarch t2u nano 24g5g dual band wireless network adapt pc desktop laptop mini travel size support window 1110 81 8 7 xpmac os 1091015,productnam tplink nano ac usb wifi adapterarch tu nano gg dual band wireless network adapt pc desktop laptop mini travel size support window xpmac os
0.0,1.0,0.0,0.0,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 12093,ratingcount
0.023,0.791,0.185,0.9022,aboutproduct high speed wifi 600mbp speed 200mbp 24ghz 433 mbp 5ghz upgrad devic higher ac wifi speedsdual band wireless 24ghz 5ghz band flexibl connect upgrad devic work latest dualband wifi router faster speed extend rangenano design small unobtrus design allow plug forget even thereoper system support window 11108187xp mac os 1015 earlieradvanc secur support 64128bit wep wpawpa2 wpapskwpa2psk encrypt standardsworryfre custom support instal relat queri compat issu queri call toll free,aboutproduct high speed wifi mbp speed mbp ghz mbp ghz upgrad devic higher ac wifi speedsdual band wireless ghz ghz band flexibl connect upgrad devic work latest dualband wifi router faster speed extend rangenano design small unobtrus design allow plug forget even thereoper system support window xp mac os earlieradvanc secur support bit wep wpawpa wpapskwpapsk encrypt standardsworryfre custom support instal relat queri compat issu queri call toll free
0.0,1.0,0.0,0.0,productlink httpswwwamazonintplinkarchert2unanowirelessdpb07krcw6lzrefsr147qid1672909125selectronicssr147,productlink httpswwwamazonintplinkarchertunanowirelessdpbkrcwlzrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09njn8l25,productid bnjnl
0.0,0.944,0.056,0.1531,productnam flix beetel usb micro usb pvc data sync 2a fast charg cabl made india 480mbp data sync solid cabl 1 meter long usb cabl micro usb devic whitexcdm11,productnam flix beetel usb micro usb pvc data sync a fast charg cabl made india mbp data sync solid cabl meter long usb cabl micro usb devic whitexcdm
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 40,rate
0.0,1.0,0.0,0.0,ratingcount 9378,ratingcount
0.041,0.779,0.18,0.8271,aboutproduct micro usb charg cabl android phone devic micro usb portcharg sync usb cabl charg data sync simultan 480mbp speed compat devic micro usb port core tin copperdur pvc outer exterior pvc cabl versatil high tensil strength flexibl good conductorsmicro usb cabl 1 meter length optim easi use comfort home offic help overcom distanc restrict,aboutproduct micro usb charg cabl android phone devic micro usb portcharg sync usb cabl charg data sync simultan mbp speed compat devic micro usb port core tin copperdur pvc outer exterior pvc cabl versatil high tensil strength flexibl good conductorsmicro usb cabl meter length optim easi use comfort home offic help overcom distanc restrict
0.0,1.0,0.0,0.0,productlink httpswwwamazoninflixcharging480mbpsdevicesxcdm11dpb09njn8l25refsr148qid1672909125selectronicssr148,productlink httpswwwamazoninflixchargingmbpsdevicesxcdmdpbnjnlrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07xjyyh7l,productid bxjyyhl
0.0,1.0,0.0,0.0,productnam wecool nylon braid multifunct fast charg cabl android smartphon io type c usb devic 3 1 charg cabl 3a 3 feet black,productnam wecool nylon braid multifunct fast charg cabl android smartphon io type c usb devic charg cabl a feet black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 33,rate
0.0,1.0,0.0,0.0,ratingcount 9792,ratingcount
0.0,0.926,0.074,0.7184,aboutproduct special featur univers cabl cabl touch sleek highli durabl premium nylon braid cabl 1 year warrantyultra durabl usb cabl univers cabl made highqual nylon materi make resist fray wearrel damag flexibl durablefast charg cabl univers cabl simultan charg android io type c devic combin 3 1 power cord one chargerusb cabl fast charg charg cabl design charg devic quickli 3a charger univers suitabl charg smartphonescountri origin chinamultifunct usb cabl wecool 3 1 charg cabl tangl free rug quick charg univers compat flexibl,aboutproduct special featur univers cabl cabl touch sleek highli durabl premium nylon braid cabl year warrantyultra durabl usb cabl univers cabl made highqual nylon materi make resist fray wearrel damag flexibl durablefast charg cabl univers cabl simultan charg android io type c devic combin power cord one chargerusb cabl fast charg charg cabl design charg devic quickli a charger univers suitabl charg smartphonescountri origin chinamultifunct usb cabl wecool charg cabl tangl free rug quick charg univers compat flexibl
0.0,1.0,0.0,0.0,productlink httpswwwamazoninwecoolbraidedmultifunctionchargingandroiddpb07xjyyh7lrefsr149qid1672909126selectronicssr149,productlink httpswwwamazoninwecoolbraidedmultifunctionchargingandroiddpbxjyyhlrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b002pd61y4,productid bpdy
0.0,1.0,0.0,0.0,productnam dlink dwa131 300 mbp wireless nano usb adapt black,productnam dlink dwa mbp wireless nano usb adapt black
0.0,1.0,0.0,0.0,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt
0.0,1.0,0.0,0.0,rate 41,rate
0.0,1.0,0.0,0.0,ratingcount 8131,ratingcount
0.0,0.794,0.206,0.7783,aboutproduct connect comput highspe wireless networksupport wpawpa2 wireless encrypt help prevent outsid intrus protect person inform exposed3 year brand warranty24ghz frequenc band 300mbps2 fix intern wifi antennan300 mimo wifi usb adapterthi plug play devic gener configurationcompat cctv dvr,aboutproduct connect comput highspe wireless networksupport wpawpa wireless encrypt help prevent outsid intrus protect person inform exposed year brand warrantyghz frequenc band mbps fix intern wifi antennan mimo wifi usb adapterthi plug play devic gener configurationcompat cctv dvr
0.0,1.0,0.0,0.0,productlink httpswwwamazonindlinkdwa131wirelessadapterblackdpb002pd61y4refsr150qid1672909126selectronicssr150,productlink httpswwwamazonindlinkdwawirelessadapterblackdpbpdyrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b014i8ssd0,productid bissd
0.0,0.694,0.306,0.5267,productnam amazon basic highspe hdmi cabl 6 feet support ethernet 3d 4k videoblack,productnam amazon basic highspe hdmi cabl feet support ethernet d k videoblack
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideoaccessoriescableshdmic,categori electronicshometheatertvvideoaccessoriescableshdmic
0.0,1.0,0.0,0.0,rate 44,rate
0.0,1.0,0.0,0.0,ratingcount 426973,ratingcount
0.027,0.866,0.107,0.7269,aboutproduct pleas select appropri display resolut refresh rate proper display output hdmi male male cabl support ethernet 3d 4k video audio return channel arcconnect bluray player fire tv appl tv ps4 ps3 xbox one xbox 360 comput hdmienabl devic tv display av receiv morec allow share internet connect among multipl devic without need separ ethernet cablemeet hdmi 20 standard 4k video 60 hz 2160p 48 bitpx color depth support bandwidth 18gbp backward compat earlier versionsc length 6 feet 18 meter 1 year limit warranti,aboutproduct pleas select appropri display resolut refresh rate proper display output hdmi male male cabl support ethernet d k video audio return channel arcconnect bluray player fire tv appl tv ps ps xbox one xbox comput hdmienabl devic tv display av receiv morec allow share internet connect among multipl devic without need separ ethernet cablemeet hdmi standard k video hz p bitpx color depth support bandwidth gbp backward compat earlier versionsc length feet meter year limit warranti
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicshighspeedhdmicablefeetdpb014i8ssd0refsr151qid1672909126selectronicssr151,productlink httpswwwamazoninamazonbasicshighspeedhdmicablefeetdpbissdrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09l8dssfh,productid bldssfh
0.0,0.909,0.091,0.4019,productnam 7seven compat samsung smart 4k ultra hd tv monitor remot control replac origin samsung tv remot led ole uhd qled suitabl 6 7 8 seri samsung tv hot key bn5901259e,productnam seven compat samsung smart k ultra hd tv monitor remot control replac origin samsung tv remot led ole uhd qled suitabl seri samsung tv hot key bne
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideoaccessoriesremotecontrol,categori electronicshometheatertvvideoaccessoriesremotecontrol
0.0,1.0,0.0,0.0,rate 36,rate
0.0,1.0,0.0,0.0,ratingcount 493,ratingcount
0.0,0.853,0.147,0.9062,aboutproduct 1 7seven compat remot suitabl origin samasung tv monitor remot special hotkey featur come netflix prime video zee5www hotkey incas zee5 app avail samsung smart tv open default wwwweb broswer2 equip variou button control remot let adjust set led ole qled curv plasma tv easili comfort sofa bed3 remot bluetooth featur voic function remot control control tv mode control support settop box mode4 pair requir load new aa alkalin batteri samsung remot suitabl smart tv monitor5 7seven compat product origin samsung remot,aboutproduct seven compat remot suitabl origin samasung tv monitor remot special hotkey featur come netflix prime video zeewww hotkey incas zee app avail samsung smart tv open default wwwweb broswer equip variou button control remot let adjust set led ole qled curv plasma tv easili comfort sofa bed remot bluetooth featur voic function remot control control tv mode control support settop box mode pair requir load new aa alkalin batteri samsung remot suitabl smart tv monitor seven compat product origin samsung remot
0.0,1.0,0.0,0.0,productlink httpswwwamazonin7seventmcompatiblereplacementoriginalbn5901259edpb09l8dssfhrefsr152qid1672909126selectronicssr152,productlink httpswwwamazoninseventmcompatiblereplacementoriginalbnedpbldssfhrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07232m876,productid bm
0.0,1.0,0.0,0.0,productnam amazonbas micro usb fast charg cabl android smartphoneperson computerprint gold plate connector 6 feet black,productnam amazonbas micro usb fast charg cabl android smartphoneperson computerprint gold plate connector feet black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 92595,ratingcount
0.034,0.905,0.061,0.2732,aboutproduct cabl length 6 feet 1 82 metersgoldpl connector resist corros signal puritysmal connector design fit smaller spaces1 year limit warrantysupport 480 mbp data transmiss speedmicro usb charg cabl android phonesid charg android phone tablet connect pc peripher hard drive printer,aboutproduct cabl length feet metersgoldpl connector resist corros signal puritysmal connector design fit smaller spaces year limit warrantysupport mbp data transmiss speedmicro usb charg cabl android phonesid charg android phone tablet connect pc peripher hard drive printer
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicsmicrochargingandroidphonesdpb07232m876refsr153qid1672909126selectronicssr153,productlink httpswwwamazoninamazonbasicsmicrochargingandroidphonesdpbmrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07p681n66,productid bpn
0.0,0.821,0.179,0.7269,productnam tplink ac600 600 mbp wifi wireless network usb adapt desktop pc 24ghz5ghz high gain dual band 5dbi antenna wifi support window 11108187xp mac os 1015 earlier archer t2u plu,productnam tplink ac mbp wifi wireless network usb adapt desktop pc ghzghz high gain dual band dbi antenna wifi support window xp mac os earlier archer tu plu
0.0,1.0,0.0,0.0,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt
0.0,1.0,0.0,0.0,rate 44,rate
0.0,1.0,0.0,0.0,ratingcount 24780,ratingcount
0.0,0.858,0.142,0.9118,aboutproduct highspe wifi 256qam support increas 24 ghz data rate 150 mbp 200 mbp 200 mbp 24 ghz band 433 mbp 5 ghz band ensur fulli enjoy fast ac wifidu band wireless 24 ghz 5 ghz band provid flexibl connect give devic access latest dualband wifi router faster speed extend rangehighgain antenna 5dbi highgain antenna greatli enhanc recept transmiss signal strength usb adaptersupport latest oper system fulli compat window 11108187xp mac os 1015 earlierin unlik case product qualiti relat issu may ask reach brand custom servic support seek resolut requir brand proof issu process replac request,aboutproduct highspe wifi qam support increas ghz data rate mbp mbp mbp ghz band mbp ghz band ensur fulli enjoy fast ac wifidu band wireless ghz ghz band provid flexibl connect give devic access latest dualband wifi router faster speed extend rangehighgain antenna dbi highgain antenna greatli enhanc recept transmiss signal strength usb adaptersupport latest oper system fulli compat window xp mac os earlierin unlik case product qualiti relat issu may ask reach brand custom servic support seek resolut requir brand proof issu process replac request
0.0,1.0,0.0,0.0,productlink httpswwwamazonintplinkwirelessadapterarchert2udpb07p681n66refsr154qid1672909126selectronicssr154,productlink httpswwwamazonintplinkwirelessadapterarchertudpbpnrefsrqidselectronicssr
