Date,URL,Review_Title,Author,Rating,Review_text,Review classfication,Rev_Type
Reviewed in India on 22 November 2020,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,In depth review   Pros and cons,Aakash,5,  Pros Battery life   I get a battery life of    days with all features at it is maximum  continuous heart rate tracking  sleep tracking always on Display is crisp and clearThe default themes are good enough for me and they also save battery as they are BlackCharging mechanism has been made so much better and easier  I do not think it is stressed enough in other reviews  Saves the strap from a load of wear and tearSteps tracking is up there with the best like apple watch  you can watch YouTube videos Sleep tracking is pretty good  Once a while it might show something off but mostly it is accurate Easy pairing with device and no unwanted disconnections it is priced very well Cons Notification customisation on iOS devices is not that great Find my phone feature does not work on iOSI personally do not mind the above   cons and hence the   star rating  Otherwise it would have been a  ,genuine,1
Reviewed in India on 22 October 2020,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,Good band with no upgrade from band  ,Amazon Customer,5,  The first product I received was faulty but after replacing it  the perfoence is fine  After   days of use I can say that the accuracy of the trackings are quite accurte  But the stress monitor oi pai  I do not find any good result  Overall its a good quality band but from budgetperspective its quite same as the band    Only diff  is magnetic charger ,genuine,1
Reviewed in India on 17 November 2020,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,Sleep tracking is highly inaccurate,Rover,2,  For some reason  the device does not track sleep activity before midnight  If I sleep from    pm to   am  the device only recognizes sleep activity from midnight to   am     pm to midnight does not register  Therefore  one of the main purposes behind my purchasing the device has been thwarted  Disappointed ,fake,0
Reviewed in India on 8 December 2020,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,Don t let the budget price fool you,Veera J,5,  I am actually downgrading myself from Gear S  to this one  Except for the size and style  everything else works great  except HR   Sleep and sedentary tracking actually works great  I love it  And the wrist band is an added convenience when compared to S   You can wear this       Only major con for me is that It does tend to show heart rate even when it is not worn  Slightly lesser inconvenience could be the app s interface  When compared with Samsung its not so user friendly   ,genuine,1
Reviewed in India on 31 December 2020,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,Good enough but nothing special,Guri Kamboj,4,  I have used this Band for almost   months now  here is my review  Pro s      Display  It has      colorful Amoled touchscreen display  bright enough for outdoors and sunny days    Battery Life and charging  The battery life lasted me       days on single charge  I was not using sleep tracking but Automatic heart rate reading was on  A full charge from   took only an hour  it comes with magnetic proprietary charge cable  Note  I have used   watt fast charger    Supported Apps  Watchfaces  The One thing that may stand out for this band is that it can be used with other applications such as Google Fit  Notify for Mi Band etc  There are many Watchfaces in the app and you can create your own too  but there are only few that I liked and the customisation is limited  but as it supports  rd party Watchfaces it would be useful    The Build Quality  For the price the build is okay  it is entirely made up of plastic  polycarbonate material flexible plastic     Waterproof  The watch is waterproof upto   m    Bands  Outershell   The bands are replaceable and available Cons    Accuracy  The accuracy was hit and miss for me  the heart rate was usually        off  Even Sleep Tracking was not that accurate only measures the basic information not the deep data  Same goes with step count    The Mi Fit App  I do not like the Mi Fit app  the design layout does not impressed me at all  it is not mature like other Mi apps    The Fitness Data  The fitness data is not super helpful as it is not that detailed in the Mi Fit App  If you are buying it for only fitness purpose only go with Honor Band      The build quality is okay  but it feels a little thick from sides    Still not enough good Watchfaces available right now    The Stress Monitoring feature worked only   out of    times Conclusion  I am neither impressed nor disliking it but I feel if a person buying a fitness band it should have deep fitness data which this band lacks offering  So go with Honor Band    which is more smoother in operating and     bucks cheaper than this ,genuine,1
Reviewed in India on 5 November 2020,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,value for money,AYUSH PAWAR,4,  I have been using it since last    days with medium to heavy usage  and still the battery is around     with a single charge  So good battery life   And sleep monitoring also works  well  The band is also feels free on hand  The activity tracker is fine  Smooth Amoled touch  heart monitoring and stress monitor works well  Weather info needs synchronization by conneting with the app again and again Apart from that remote capture music control notification access and call monitoring are other features Also there is a lot in activity tracking ranging from outdoor to indoor activites Band material is kind of good  as does not feel sweaty while continous wearing for long hours too Magnetic and hasslefree charging is another edge over other bands within the same range ,genuine,1
Reviewed in India on 23 October 2020,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,Worst for steps   sleep tracking,Jc,1,  Highly inaccurate steps tracking  it is based on hand movement and not steps  I walked everywhere without moving my hand and still the steps were zero  And lying on bed I rapidly moved my hand so it counted steps  I mean MI band   was more accurate than this piece of crap,fake,0
Reviewed in India on 14 March 2021,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,The best you can get in this budget,ROHIT,5,  Sleep tracking is not that great as at time when I do not wear and sleep it still shows data so you can not really trust it is accuracy and stuff also if you want acurate sleep data then a lot of battery  is drained which is iritating and in long run not good for band and also from my personal experience I can say that wearing it and sleeping is very uncomfortableMobile  App is great     Actually the best in this rangeRest it is great when you are active awake great stuffValue for money ,genuine,1
Reviewed in India on 8 January 2021,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,Accuracy and battery,Ashok Tripathi,5,  I like the accuracy  initially I thought the readings are wrong like the heart rate or stressBut when it gives you the average daily or weekly data then you realize the accuracyAlso the battery is very long lifeI guess it is been more than    days I have not recharged it for the second timeI just hope it continues to perform wellOf course that app download was fussy  but when got a clear understanding and hold now I can control and take maximum out of the Mi band,genuine,1
Reviewed in India on 9 November 2020,https://www.amazon.in/Smart-AMOLED-Display-Battery-Resistant/product-reviews/B08GXC2NTX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,Is a product worth it if the main selling most important feature is the greatest con ,Adil,2,  Pic     Outdoor cycling   The path shown in the image is actually the opposite to the direction in  which I performed the activity  Distance shown is lesser than actual distance covered  Even more  it actually started tracking distance after I would already covered    kms   I already synced with Mi Fit App  Switched my GPS on  and locked the application  Pic     After waking up  going to cycling directly and coming back  it should have been maximum     steps  But it shows       Also  just after waking up it shows some      steps   lol I am really disappointed with the product  even though it as some good pros like  amazing battery life  after like     days it is on     charge   sleep tracking  the only thing which is nearly accurate   good touch sensitivity and display  mi fit app is OK  water resistanceOther cons    inaccurate heart rate  inaccurate stress monitoringThe main selling point of any  smart  band watch is the fitness features it provides  I do not want a good battery life or screen but provide me accurate informations  Inaccurate gps tracking  calorie tracking  steps tracking  heart rate tracking is enough for me to give it     ,genuine,1
